stationName,date,record,maxAirTmp,timeMaxAirTmp,minAirTmp,timeMinAirTmp,avgAirTmp,avgRelHum,avgDewPoint,maxRelHum,timeMaxRelHum,maxDewPoint,timeMaxDewPoint,minRelHum,timeMinRelHum,minDewPoint,timeMinDewPoint,avgWindSpeed,maxWindSpeed,timeMaxWindSpeed,maxWindSpeedDir,precip,solRad,eto,etoFlag,hstAirTmp01,hstAirTmp02,hstAirTmp03,hstAirTmp04,hstAirTmp05,hstAirTmp06,hstAirTmp07,hstAirTmp08,hstAirTmp09,hstAirTmp10,hstAirTmp11,hstAirTmp12,hstAirTmp13,batVolt,yearRain,eto7,eto30,maxSoilTmp,minSoilTmp,avgSoilTmp
Coastal,2022-08-15,0,80.1,1037.0,62.06,459.0,69.47,86.4,,,,,,,,,,0.937,8.79,1128.0,272.0,0.0,597.4,0.184,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-16,0,83.0,1320.0,62.79,517.0,70.73,86.6,,,,,,,,,,0.931,8.79,1332.0,252.0,0.0,586.6,0.184,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-17,0,80.9,1321.0,62.42,528.0,70.58,84.7,,,,,,,,,,0.919,10.46,1111.0,224.0,0.0,583.6,0.181,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-18,0,78.78,1219.0,60.05,2158.0,68.46,87.1,,,,,,,,,,0.933,8.79,1027.0,272.0,0.0,595.5,0.181,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-19,0,77.2,1129.0,61.2,9.0,67.73,88.4,,,,,,,,,,2.507,12.14,1938.0,182.0,0.0,568.7,0.171,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-20,0,75.38,1054.0,64.6,1849.0,67.82,87.8,,,,,,,,,,3.188,15.49,1602.0,131.0,0.0,477.0,0.146,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-21,0,73.09,1359.0,63.03,2058.0,66.19,93.3,,,,,,,,,,1.014,10.46,1327.0,230.0,0.0,224.1,0.067,S,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-22,0,79.63,1411.0,63.27,2357.0,67.93,91.9,,,,,,,,,,0.787,8.79,1345.0,276.0,0.0,411.3,0.128,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-23,0,76.77,1416.0,62.54,138.0,67.66,92.1,,,,,,,,,,1.578,12.14,1132.0,250.0,0.0,516.1,0.155,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-24,0,78.17,1307.0,63.88,540.0,68.76,89.9,,,,,,,,,,1.993,12.14,1216.0,242.0,0.0,538.1,0.164,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-25,0,79.63,1155.0,63.27,434.0,70.6,88.3,,,,,,,,,,1.316,12.14,1335.0,237.0,0.0,556.9,0.171,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-26,0,80.2,1011.0,63.52,2228.0,70.06,88.7,,,,,,,,,,1.008,10.46,1231.0,236.0,0.0,558.5,0.173,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-27,0,75.86,1015.0,63.58,447.0,68.06,90.3,,,,,,,,,,1.395,13.82,1237.0,248.0,0.0,511.9,0.153,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-28,0,74.16,1134.0,62.67,2151.0,67.12,88.8,,,,,,,,,,1.369,10.46,1134.0,255.0,0.0,465.5,0.138,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-29,0,78.78,1208.0,62.18,112.0,67.95,87.9,,,,,,,,,,1.113,10.46,1220.0,278.0,0.0,517.5,0.158,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-30,0,85.4,1133.0,59.86,532.0,72.87,70.92,,,,,,,,,,0.524,7.108,953.0,260.0,0.0,567.0,0.181,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-08-31,0,96.2,1405.0,64.49,130.0,81.0,48.94,,,,,,,,,,0.626,7.108,317.0,116.0,0.0,567.1,0.196,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-01,0,89.8,1314.0,70.54,2052.0,78.65,61.3,,,,,,,,,,2.708,13.82,2355.0,106.0,0.0,541.6,0.199,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-02,0,89.4,1047.0,71.27,1.0,79.43,61.94,,,,,,,,,,2.742,15.49,100.0,114.0,0.0,551.3,0.202,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-03,0,95.4,1332.0,73.34,141.0,83.3,51.82,,,,,,,,,,0.651,8.79,1301.0,245.0,0.0,501.5,0.176,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-04,0,98.0,947.0,72.76,338.0,83.2,58.91,,,,,,,,,,2.267,13.82,1132.0,144.0,0.0,343.8,0.136,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-05,0,91.4,1457.0,69.21,404.0,79.46,70.13,,,,,,,,,,1.998,12.14,2136.0,110.0,0.0,544.7,0.189,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-06,0,90.4,1333.0,65.81,339.0,77.45,72.09,,,,,,,,,,1.095,8.79,1252.0,267.0,0.0,536.7,0.183,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-07,0,94.9,1109.0,69.83,429.0,80.7,68.05,,,,,,,,,,0.818,8.79,2219.0,126.0,0.0,519.1,0.181,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-08,0,95.4,1332.0,69.94,249.0,82.3,59.52,,,,,,,,,,1.581,15.49,1940.0,109.0,0.0,392.5,0.151,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-09,0,91.9,947.0,67.03,2358.0,79.87,67.21,,,,,,,,,,3.841,20.52,1155.0,109.0,0.22,120.6,0.091,S,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-10,0,78.72,1234.0,66.67,9.0,71.41,92.0,,,,,,,,,,2.252,12.14,1313.0,216.0,0.0,190.0,0.067,S,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-11,0,85.4,1109.0,70.06,2326.0,75.49,83.1,,,,,,,,,,1.119,10.46,1333.0,251.0,0.0,496.8,0.162,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-12,0,86.8,1137.0,66.3,2331.0,74.0,83.5,,,,,,,,,,1.063,10.46,1223.0,278.0,0.0,455.8,0.151,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-13,0,78.05,1056.0,65.22,2222.0,70.17,86.2,,,,,,,,,,1.733,13.82,1246.0,252.0,0.0,473.9,0.147,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-14,0,75.38,1328.0,63.76,2359.0,68.35,85.6,,,,,,,,,,2.075,15.49,1240.0,213.0,0.0,510.1,0.151,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-15,0,74.65,1109.0,60.11,124.0,67.07,82.2,,,,,,,,,,1.745,13.82,1224.0,252.0,0.0,525.8,0.157,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-16,0,74.77,1333.0,59.07,2358.0,66.23,87.2,,,,,,,,,,1.657,13.82,1044.0,255.0,0.0,457.0,0.136,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-17,0,73.71,1122.0,58.89,15.0,65.81,85.5,,,,,,,,,,2.376,12.14,1039.0,238.0,0.0,399.9,0.12,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-18,0,72.25,1203.0,57.93,2250.0,65.07,82.7,,,,,,,,,,2.26,13.82,156.0,101.0,0.0,335.6,0.103,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-19,0,77.81,1014.0,57.44,445.0,66.4,83.8,,,,,,,,,,1.048,13.82,1406.0,250.0,0.0,515.0,0.154,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-20,0,81.0,1024.0,60.72,457.0,68.14,85.8,,,,,,,,,,1.156,8.79,1044.0,270.0,0.0,520.5,0.16,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-21,0,78.9,1309.0,57.32,459.0,66.69,81.5,,,,,,,,,,1.19,10.46,1219.0,194.0,0.0,528.7,0.162,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-22,0,81.6,1026.0,56.84,614.0,67.96,76.03,,,,,,,,,,0.589,7.108,1058.0,281.0,0.0,541.1,0.166,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-23,0,85.2,1228.0,60.72,409.0,71.03,64.94,,,,,,,,,,0.574,8.79,1348.0,251.0,0.0,501.6,0.159,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-24,0,86.1,1054.0,62.54,9.0,73.28,65.23,,,,,,,,,,0.588,7.108,1150.0,282.0,0.0,500.3,0.163,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-25,0,85.9,1110.0,60.84,112.0,71.8,71.8,,,,,,,,,,0.443,7.108,1404.0,295.0,0.0,505.9,0.162,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-26,0,88.2,1425.0,59.8,453.0,72.36,69.34,,,,,,,,,,0.606,8.79,2018.0,116.0,0.0,500.4,0.158,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-27,0,84.9,1146.0,61.94,602.0,73.01,71.39,,,,,,,,,,0.723,7.108,1045.0,263.0,0.0,504.3,0.16,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-28,0,86.8,1233.0,63.34,506.0,72.11,79.53,,,,,,,,,,1.539,12.14,1711.0,130.0,0.0,503.2,0.16,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-29,0,75.74,1402.0,61.94,550.0,67.07,93.6,,,,,,,,,,0.793,8.79,1018.0,255.0,0.0,416.7,0.118,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-09-30,0,71.88,1214.0,61.94,2341.0,64.85,90.5,,,,,,,,,,1.706,15.49,1323.0,207.0,0.0,346.0,0.099,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-01,0,72.86,1207.0,61.33,401.0,64.88,81.5,,,,,,,,,,1.442,12.14,1318.0,239.0,0.0,402.3,0.117,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-02,0,76.29,1314.0,60.11,2343.0,65.05,87.7,,,,,,,,,,0.747,10.46,1119.0,253.0,0.0,330.3,0.099,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-03,0,76.59,1303.0,60.11,4.0,65.91,89.2,,,,,,,,,,0.733,8.79,1045.0,256.0,0.0,431.5,0.126,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-04,0,76.11,1342.0,58.28,504.0,66.5,90.4,,,,,,,,,,1.477,10.46,1048.0,261.0,0.0,429.5,0.125,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-05,0,75.74,1048.0,63.58,552.0,67.24,91.4,,,,,,,,,,1.144,10.46,1256.0,244.0,0.0,398.8,0.118,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-06,0,73.95,1148.0,63.52,610.0,65.55,94.5,,,,,,,,,,0.745,8.79,1144.0,233.0,0.0,221.6,0.065,M,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-07,0,76.23,1022.0,63.03,512.0,67.49,90.7,,,,,,,,,,0.832,10.46,1249.0,220.0,0.0,438.6,0.127,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-08,0,77.08,1432.0,61.69,343.0,67.41,90.0,,,,,,,,,,0.822,8.79,1039.0,251.0,0.0,426.5,0.125,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-09,0,74.89,1415.0,62.91,2017.0,66.09,92.8,,,,,,,,,,0.744,8.79,1032.0,235.0,0.0,368.8,0.106,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-10,0,75.15,1128.0,62.18,410.0,65.51,91.1,,,,,,,,,,1.098,10.46,1119.0,229.0,0.0,301.2,0.087,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-11,0,72.49,1445.0,62.18,2201.0,64.43,93.4,,,,,,,,,,0.787,7.108,1203.0,240.0,0.01,131.8,0.04,S,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-12,0,74.65,1235.0,61.08,2212.0,65.4,93.4,,,,,,,,,,0.651,10.46,1249.0,245.0,0.06,289.6,0.083,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-13,0,68.11,1229.0,61.08,2356.0,63.57,96.0,,,,,,,,,,0.648,7.108,1056.0,267.0,0.0,114.1,0.035,S,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-14,0,63.88,1239.0,60.6,611.0,61.81,99.3,,,,,,,,,,0.647,8.79,2355.0,117.0,0.05,79.35,0.024,S,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-15,0,68.12,1347.0,58.95,526.0,62.32,90.9,,,,,,,,,,1.433,10.46,629.0,85.0,0.29,149.1,0.043,M,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-16,0,71.27,1512.0,59.39,2350.0,62.79,94.4,,,,,,,,,,0.39,7.108,1333.0,274.0,0.0,182.1,0.049,M,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-17,0,77.32,1034.0,57.81,551.0,65.86,83.1,,,,,,,,,,0.551,8.79,1338.0,264.0,0.0,416.8,0.12,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-18,0,86.9,950.0,62.06,627.0,73.42,63.13,,,,,,,,,,0.592,7.108,1158.0,245.0,0.0,418.4,0.132,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-19,0,91.2,951.0,66.16,209.0,79.33,37.24,,,,,,,,,,1.647,13.82,958.0,126.0,0.0,423.2,0.152,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-20,0,87.1,1056.0,64.01,2351.0,74.12,51.93,,,,,,,,,,1.694,10.46,2341.0,180.0,0.0,420.3,0.134,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-21,0,75.05,1110.0,61.2,619.0,65.69,90.0,,,,,,,,,,3.037,10.46,108.0,100.0,0.0,402.1,0.111,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-22,0,68.49,1034.0,58.77,2317.0,61.76,85.9,,,,,,,,,,1.957,12.14,1010.0,257.0,0.0,166.3,0.051,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-23,0,68.84,1157.0,51.57,2358.0,60.03,79.36,,,,,,,,,,2.038,12.14,823.0,120.0,0.0,399.9,0.108,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-24,0,74.31,1145.0,51.32,12.0,62.81,44.82,,,,,,,,,,2.534,18.85,844.0,97.0,0.0,428.7,0.138,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-25,0,73.47,938.0,49.56,451.0,61.92,66.11,,,,,,,,,,2.166,10.46,1201.0,245.0,0.0,409.8,0.116,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-26,0,69.81,944.0,55.26,544.0,61.54,86.7,,,,,,,,,,2.25,10.46,1213.0,258.0,0.0,400.7,0.106,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-27,0,70.06,1155.0,54.66,2149.0,60.84,84.6,,,,,,,,,,2.04,10.46,915.0,266.0,0.0,361.7,0.095,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-28,0,73.67,1317.0,53.32,609.0,60.85,90.3,,,,,,,,,,0.731,12.14,1347.0,261.0,0.0,387.6,0.103,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-29,0,74.4,1417.0,52.48,457.0,62.52,75.67,,,,,,,,,,1.07,8.79,1044.0,233.0,0.0,385.6,0.103,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-30,0,78.05,1328.0,51.63,630.0,64.5,67.16,,,,,,,,,,1.213,8.79,5.0,111.0,0.0,386.2,0.108,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-10-31,0,76.08,1434.0,52.6,405.0,63.86,74.09,,,,,,,,,,1.912,12.14,1943.0,108.0,0.0,313.2,0.088,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-01,0,68.13,1005.0,56.59,2358.0,60.51,86.8,,,,,,,,,,3.95,18.85,1317.0,145.0,0.01,243.6,0.064,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-02,0,65.93,1340.0,52.48,2327.0,57.1,84.9,,,,,,,,,,3.586,15.49,514.0,73.0,0.14,279.4,0.07,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-03,0,63.81,1020.0,46.51,2359.0,54.11,67.32,,,,,,,,,,2.746,15.49,214.0,295.0,0.0,373.2,0.094,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-04,0,64.84,1150.0,42.69,551.0,53.94,64.94,,,,,,,,,,1.084,8.79,1106.0,261.0,0.0,359.2,0.088,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-05,0,68.84,1054.0,46.28,602.0,57.1,61.7,,,,,,,,,,1.289,10.46,1131.0,224.0,0.0,362.3,0.094,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-06,0,66.71,1152.0,51.14,334.0,58.4,85.7,,,,,,,,,,2.408,10.46,1050.0,244.0,0.0,349.4,0.087,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-07,0,60.96,1123.0,52.05,2215.0,57.25,99.1,,,,,,,,,,3.752,15.49,1125.0,157.0,0.16,101.6,0.024,S,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-08,0,62.3,1033.0,49.92,2140.0,56.71,100.0,,,,,,,,,,4.37,28.91,747.0,109.0,1.11,101.0,0.024,S,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-09,0,61.08,1211.0,47.44,2359.0,51.95,87.5,,,,,,,,,,1.6,12.14,1300.0,277.0,0.07,321.4,0.073,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-10,0,63.56,1224.0,44.09,633.0,53.7,70.46,,,,,,,,,,0.835,7.108,1028.0,242.0,0.0,355.5,0.086,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-11,0,67.46,1430.0,46.39,2349.0,58.31,43.22,,,,,,,,,,1.748,10.46,207.0,114.0,0.0,335.5,0.093,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-12,0,65.19,1230.0,43.85,435.0,53.92,78.4,,,,,,,,,,1.504,8.79,554.0,127.0,0.0,345.6,0.086,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-13,0,63.93,1323.0,47.38,1.0,54.15,81.6,,,,,,,,,,1.984,10.46,1211.0,246.0,0.0,285.3,0.069,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-14,0,65.92,1352.0,44.93,205.0,55.44,72.11,,,,,,,,,,1.473,12.14,416.0,108.0,0.0,342.0,0.085,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-15,0,67.5,1257.0,43.48,639.0,56.98,60.06,,,,,,,,,,1.575,13.82,2354.0,132.0,0.0,338.0,0.091,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-16,0,73.81,1311.0,56.0,644.0,63.91,16.19,,,,,,,,,,3.539,20.52,238.0,87.0,0.0,348.5,0.124,M,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-17,0,73.55,1128.0,48.58,348.0,60.37,30.89,,,,,,,,,,1.912,15.49,55.0,65.0,0.0,333.1,0.094,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-18,0,66.18,1208.0,48.34,1811.0,57.11,67.67,,,,,,,,,,2.452,10.46,1037.0,222.0,0.0,344.1,0.089,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-19,0,75.25,1338.0,52.58,2358.0,64.02,21.11,,,,,,,,,,3.456,15.49,618.0,145.0,0.0,342.6,0.121,M,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-20,0,75.62,1234.0,48.58,51.0,62.43,27.59,,,,,,,,,,1.353,7.108,327.0,109.0,0.0,342.6,0.099,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-21,0,74.3,1351.0,50.9,302.0,61.74,28.36,,,,,,,,,,0.815,7.108,4.0,94.0,0.0,312.2,0.081,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-22,0,71.52,1157.0,47.37,2353.0,58.23,38.8,,,,,,,,,,1.069,7.108,153.0,112.0,0.0,324.6,0.086,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-23,0,68.84,1317.0,43.3,618.0,55.14,60.68,,,,,,,,,,0.75,7.108,901.0,114.0,0.0,333.4,0.082,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-24,0,77.44,1353.0,49.8,325.0,65.81,21.78,,,,,,,,,,3.154,18.85,1120.0,108.0,0.0,332.7,0.124,M,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-25,0,76.59,1258.0,49.8,606.0,62.23,24.27,,,,,,,,,,1.63,10.46,207.0,118.0,0.0,329.7,0.101,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-26,0,68.72,1151.0,47.06,240.0,57.73,52.83,,,,,,,,,,2.226,8.79,652.0,142.0,0.0,326.7,0.089,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-27,0,70.3,1312.0,43.6,453.0,56.08,82.7,,,,,,,,,,1.486,10.46,2116.0,113.0,0.0,315.9,0.078,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-28,0,59.99,1336.0,51.38,2234.0,54.02,86.5,,,,,,,,,,3.995,13.82,2120.0,107.0,0.0,160.7,0.04,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-29,0,64.49,1122.0,48.22,2359.0,54.59,84.5,,,,,,,,,,3.437,13.82,611.0,117.0,0.0,261.2,0.063,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-11-30,0,61.08,1107.0,48.1,3.0,53.1,82.1,,,,,,,,,,2.53,12.14,1319.0,218.0,0.0,163.8,0.041,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-01,0,61.94,1055.0,49.43,1922.0,53.51,73.95,,,,,,,,,,2.541,12.14,1115.0,268.0,0.0,219.7,0.056,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-02,0,61.2,1228.0,49.68,541.0,54.11,85.8,,,,,,,,,,2.558,13.82,447.0,123.0,0.03,123.0,0.033,M,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-03,0,69.21,1335.0,50.29,540.0,57.63,83.4,,,,,,,,,,0.414,7.108,1124.0,249.0,0.0,249.2,0.062,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-04,0,65.93,1050.0,50.9,628.0,57.86,91.5,,,,,,,,,,0.46,7.108,25.0,349.0,0.02,230.5,0.055,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-05,0,61.19,1226.0,46.63,2001.0,53.98,90.7,,,,,,,,,,1.476,13.82,1432.0,258.0,0.01,249.3,0.055,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-06,0,60.72,1102.0,47.3,2106.0,52.23,86.9,,,,,,,,,,2.034,10.46,645.0,115.0,0.0,175.3,0.04,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-07,0,60.47,1209.0,44.45,335.0,50.06,89.4,,,,,,,,,,0.863,10.46,1309.0,222.0,0.15,271.9,0.061,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-08,0,60.84,1255.0,44.58,337.0,50.81,82.7,,,,,,,,,,0.912,8.79,1144.0,283.0,0.0,287.9,0.065,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-09,0,59.8,1004.0,40.93,604.0,49.4,87.3,,,,,,,,,,0.656,10.46,1206.0,250.0,0.0,281.4,0.062,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-10,0,62.42,1109.0,45.78,414.0,53.25,89.8,,,,,,,,,,1.635,10.46,2230.0,115.0,0.0,260.2,0.059,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-11,0,54.78,1047.0,46.64,2343.0,51.13,91.0,,,,,,,,,,4.843,28.91,607.0,149.0,1.38,86.7,0.02,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-12,0,54.4,1420.0,40.92,2354.0,45.15,93.5,,,,,,,,,,1.608,17.17,422.0,108.0,0.68,198.0,0.038,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-13,0,56.46,1106.0,40.8,245.0,47.38,86.5,,,,,,,,,,1.374,10.46,1345.0,234.0,0.0,233.6,0.049,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-14,0,60.09,1325.0,42.63,717.0,50.46,73.49,,,,,,,,,,1.174,8.79,1335.0,268.0,0.0,275.1,0.062,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-15,0,59.86,1139.0,41.9,618.0,50.71,80.2,,,,,,,,,,0.245,5.431,1009.0,294.0,0.0,206.8,0.046,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-16,0,65.67,1258.0,44.32,2347.0,53.69,56.57,,,,,,,,,,1.378,7.108,208.0,100.0,0.0,264.1,0.067,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-17,0,63.01,1239.0,44.45,317.0,51.52,49.87,,,,,,,,,,0.574,8.79,1137.0,225.0,0.0,198.7,0.049,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-18,0,61.92,1204.0,42.93,506.0,50.87,75.85,,,,,,,,,,1.911,8.79,1106.0,257.0,0.0,281.1,0.065,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-19,0,62.04,1358.0,38.5,401.0,50.2,77.04,,,,,,,,,,0.622,5.431,17.0,124.0,0.0,283.4,0.064,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-20,0,64.94,1231.0,43.05,250.0,53.1,58.37,,,,,,,,,,0.811,7.108,710.0,121.0,0.0,275.2,0.065,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-21,0,69.08,1421.0,43.85,354.0,54.99,63.32,,,,,,,,,,0.714,5.431,959.0,237.0,0.0,279.9,0.068,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-22,0,68.47,1122.0,48.22,2204.0,57.68,53.61,,,,,,,,,,2.006,10.46,305.0,120.0,0.0,264.3,0.073,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-23,0,66.16,1202.0,45.42,337.0,54.53,83.4,,,,,,,,,,0.606,7.108,1409.0,254.0,0.0,270.2,0.063,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-24,0,75.25,1421.0,47.73,255.0,60.76,64.36,,,,,,,,,,0.525,5.431,743.0,103.0,0.0,281.3,0.071,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-25,0,79.51,1504.0,55.68,108.0,67.81,35.89,,,,,,,,,,1.186,10.46,640.0,107.0,0.0,261.4,0.074,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-26,0,79.57,926.0,52.04,2241.0,64.56,43.37,,,,,,,,,,1.129,8.79,409.0,108.0,0.0,226.7,0.059,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-27,0,63.52,943.0,51.86,2247.0,57.54,73.39,,,,,,,,,,2.612,15.49,323.0,118.0,0.5,149.5,0.048,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-28,0,61.33,1415.0,50.9,1950.0,53.94,95.9,,,,,,,,,,1.46,12.14,2328.0,125.0,0.1,187.5,0.042,*,,,,,,,,,,,,,,,,,,,,
Coastal,2022-12-29,0,59.08,1240.0,51.57,255.0,53.74,91.2,,,,,,,,,,2.795,13.82,359.0,129.0,0.0,121.5,0.03,*,,,,,,,,,,,,,,,,,,,,
